analysis,BMD_mg/cm2,BMDL,BMDH,ID_BMD,ID,author_year,Substance,type,media,pp_density,pp_diameter,agg_diameter,agg_effective_density,simulation_time,organism,cell_type,ssa_m2/g,Mass_per_Area_end_mg/cm2,exposure_concentration_air_five_d_mg/m3,exposure_concentration_air_life_mg/m3,variable,SA_BMD_cm2/cm2,ssa_BMDL,air_BMD_mg/m3
In_vitro_166_dep_dose_release_tnfa.txt,0.000807,0.000806,0.000815,166,751,Breznan 2017,Amorphous SiO2,,DMEM+5%FBS,2.2,16,385,1.064113277,24,mouse,J774A.1 macrophages,302,0.002946754,567.7753392,0.662267069,release_tnfa,2.43714,2.43412,155.49133
In_vitro_167_dep_dose_release_tnfa.txt,0.03231,0.0315,0.032,167,753,Breznan 2017,Crystalline SiO2,,DMEM+5%FBS,2.6,5217,5217,2.6,24,mouse,J774A.1 macrophages,0.44,0.004799997,11910.66252,13.86937639,release_tnfa,0.142164,0.1386,80173.6972
In_vitro_168_dep_dose_release_tnfa.txt,2.02E-06,2.00E-06,2.03E-06,168,757,Fedeli 2013,Amorphous SiO2,,DMEM+2%FBS,2.2,24,134,1.25377654,18,human,human macrophages,140,2.04E-05,3.157894862,0.003679526,release_tnfa,0.002828,0.0028,0.312693511
In_vitro_169_dep_dose_release_tnfa.txt,0.00116,0,0.00116,169,761,Fedeli 2013,Amorphous SiO2,,DMEM+5%FBS,2.2,24,109,1.303892367,18,human,human macrophages,140,0.002018996,312.5380809,0.364164156,release_tnfa,1.624,0,179.5665637
In_vitro_170_dep_dose_release_tnfa.txt,0.000617,0.000615,0.000619,170,763,Fedeli 2013,Amorphous SiO2,,DMEM+10%FBS,2.2,24,69,1.463268206,18,human,human macrophages,140,0.000912796,141.2996903,0.164640041,release_tnfa,0.8638,0.861,95.51083584
In_vitro_171_dep_dose_release_tnfa.txt,8.29E-05,4.67E-05,9.02E-05,171,768,Fedeli 2013,Amorphous SiO2,,DMEM+20%FBS,2.2,24,59,1.523645053,18,human,human macrophages,140,0.000142272,22.02352852,0.025661448,release_tnfa,0.11606,0.06538,12.83281682
In_vitro_173_dep_dose_release_tnfa.txt,1.83E-05,4.00E-06,0.000125,173,777,Sayez 2007,Amorphous SiO2,,F12+10%FBS,2.2,35,382.2,1.164822392,24,rat,rat alveolar macrophage,77.7,1.50E-06,0.226586102,0.000264059,release_tnfa,0.0142191,0.003108,2.764350444
In_vitro_175_dep_dose_release_tnfa.txt,0.003699,0.00205,0.00478,175,792,Brzicova 2019,Amorphous SiO2,,RPMI+10%FBS,2.2,32,32,2.2,24,human,THP1 macrophages,189,0.004708918,705.9847069,0.82291774,release_tnfa,6.99111,3.8745,554.5727131
In_vitro_2069_dep_dose_release_il8.txt,0.01267,0.00601,0.0236,2069,266,Murugadoss 2020,TiO2,anatase,RPMI,3.78,17,1140,1.4896,24,human,THP1,93.37068161,0.148954682,27381.37538,31.90159711,release_il8,11.83006536,5.611577965,2329.044119
In_vitro_2121_dep_dose_release_il8.txt,0.006664,0.00508,0.00687,2121,557,Cho 2013,TiO2,rutile,RPMI+10%FBS,4.23,30.5,89.8,2.228612555,24,rat,rat alveolar macrophage,27.5,0.07900638,11827.3017,13.79476329,release_il8,1.8326,1.397,997.6047318
In_vitro_2122_dep_dose_release_il8.txt,0.005886,0.00452,0.00698,2122,559,Cho 2013,TiO2,rutile,RPMI+10%FBS,4.23,30.5,89.8,2.228612555,24,human,THP1,27.5,0.016272368,2435.983299,2.841207052,release_il8,1.61865,1.243,881.1377482
In_vitro_2126_dep_dose_release_il8.txt,4.99E-06,0,5.14E-05,2126,575,Cho 2013,Amorphous SiO2,,RPMI+10%FBS,2.2,6.2,398.1,1.038490568,24,rat,rat alveolar macrophage,523.4,0.00121068,1574.356326,1.836191503,release_il8,0.02611766,0,6.488946763
In_vitro_2157_dep_dose_release_il8.txt,2.93E-05,0,0.000426,2157,721,Pal 2015,TiO2,80 anatase 20 rutile,RPMI+10%FBS,4.25,25,281.8,1.31,24,human,THP1 macrophages,63,0.00013864,21.23124048,0.024752679,release_il8,0.018459,0,4.486983165
In_vitro_2158_dep_dose_release_il8.txt,0.001274,0.00118,0.00129,2158,725,Pal 2015,CeO2,,RPMI+10%FBS,7.65,16,223.6,1.69,24,human,THP1 macrophages,87,0.000191084,36.81772644,0.042957292,release_il8,1.10838,1.0266,245.4720619
In_vitro_2161_dep_dose_release_il8.txt,0.0001565,,,2161,736,Breznan 2017,Amorphous SiO2,,RPMI+5%FBS,2.2,16,385,1.068233659,24,human,THP1 macrophages,302,0.00288872,556.5934523,0.649224242,release_il8,0.47263,,30.15414276
In_vitro_2162_dep_dose_release_il8.txt,0.01867,0.0185,0.0189,2162,739,Breznan 2017,Crystalline SiO2,,RPMI+5%FBS,2.6,5217,5217,2.6,24,human,THP1 macrophages,0.44,0.047999975,119106.6377,138.6937784,release_il8,0.082148,0.0814,46327.54342
In_vitro_2174_dep_dose_release_il8.txt,2.28E-05,0,0.000578,2174,787,Brzicova 2019,TiO2,anatase,RPMI+10%FBS,3.78,190,254,3.143174534,24,human,THP1 macrophages,10,0.03,11152.41636,12.99781073,release_il8,0.00228,0,8.475836434
In_vitro_2175_dep_dose_release_il8.txt,0.0001291,0.00012,0.000139,2175,789,Brzicova 2019,Amorphous SiO2,,RPMI+10%FBS,2.2,32,32,2.2,24,human,THP1 macrophages,189,0.000135687,20.34287856,0.023712292,release_il8,0.243999,0.2268,19.35532234
In_vitro_3033_dep_dose_release_il6.txt,5.20E-06,,,3033,137,Di Cristo 2016,Amorphous SiO2,,RPMI+10%FBS,2.2,14,137.3,1.162809734,12,mouse,MH-S murine macrophages,189.16,0.000494343,108.4085524,0.126296676,release_il6,0.00983632,,1.140350875
In_vitro_3034_dep_dose_release_il6.txt,1.15E-06,,,3034,141,Di Cristo 2016,Amorphous SiO2,,RPMI+10%FBS,2.2,13,138.3,1.152047858,12,mouse,MH-S murine macrophages,203.92,0.000980765,233.5154764,0.27254942,release_il6,0.00234508,,0.273809524
In_vitro_3035_dep_dose_release_il6.txt,1.75E-05,,,3035,143,Di Cristo 2016,Amorphous SiO2,,RPMI+10%FBS,2.2,14,137.3,1.162809734,12,mouse,RAW264.7 murine macrophages,189.16,0.000494343,108.4085524,0.126296676,release_il6,0.033103,,3.83771929
In_vitro_3036_dep_dose_release_il6.txt,2.55E-05,1.10E-06,0.000144,3036,146,Di Cristo 2016,Amorphous SiO2,,RPMI+10%FBS,2.2,13,138.3,1.152047858,12,mouse,RAW264.7 murine macrophages,203.92,0.000490382,116.7576192,0.136274571,release_il6,0.0519996,0.00224312,6.071428579
In_vitro_3096_dep_dose_release_il6.txt,1.44E-05,1.43E-05,1.46E-05,3096,402,Dinesh 2017,TiO2,anatase,DMEM,3.78,85.5,1562,1.203470463,24,mouse,RAW264.7,18.56493085,0.002919522,647.3441242,0.754900937,release_il6,0.00267335,0.002654785,3.192904656
